"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","450 - TTHBRUSH MEGA-COLGATE",6206130,5800031145,058000311459,"COLG T/BRUSH   CHARCOAL   SLIMSOFT",0.50,16.33,22.05,25.8,CAL,49,CAL6206130,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206130/6206130.jpg,3.40,2.70,9.20,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","350 - TTHBRUSH PREM-COLGATE TWIN PACKS",241661,5800030874,058000308749,"COLG TB MAXFRS SOFT TWIN",0.87,32.41,43.75,51.21,CAL,42,CAL241661,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/241661/241661.jpg,4.10,4.80,8.80,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","450 - TTHBRUSH MEGA-COLGATE",663856,5800031146,058000311466,"COLG TOOTHBRSH SLIM SOFT",0.50,16.33,22.05,25.8,CAL,72,CAL663856,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/663856/663856.jpg,3.40,2.70,9.20,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","710 - TTHBRUSH PWR-COLGATE 360",540237,5800031051,058000310513,"COLG360 OPT WT SOFT POWER T/B",0.33,6.08,8.21,9.61,CAL,164,CAL540237,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/540237/540237.jpg,1.30,2.10,8.90,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","710 - TTHBRUSH PWR-COLGATE 360",245894,5800031294,058000312944,"COLG360 POWER  FLOSS TIP  SOFT T/B",1.00,18.23,24.61,28.8,CAL,104,CAL245894,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/245894/245894.jpg,2.50,5.50,9.20,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","715 - TTHBRUSH PWR-COLGATE POWER 360",6259576,5800014313,058000143135,"COLG360 PWR TB CHARCOAL",0.26,10.31,13.92,16.29,CAL,40,CAL6259576,"Health & Beauty>DENTAL CARE",,2.30,1.30,8.60,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","710 - TTHBRUSH PWR-COLGATE 360",6204820,5800014230,058000142305,"COLGATE PWR TB 360 CHARCL SOFT",1.00,18.23,24.61,28.8,CAL,21,CAL6204820,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6204820/6204820.jpg,2.50,5.50,9.20,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","580 - TTHBRUSH KID-COLGATE",586933,5800031091,058000310919,"COLGATE T/BRSH BARBIE",0.42,16.33,22.05,25.8,CAL,29,CAL586933,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/586933/586933.jpg,4.80,1.70,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","580 - TTHBRUSH KID-COLGATE",243592,3500056225,035000562258,"COLGATE T/BRSH MINIONS",0.42,16.33,22.05,25.8,CAL,14,CAL243592,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/243592/243592.jpg,4.80,1.70,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","590 - TTHBRUSH KID-COLGATE TWIN PACK",6204804,3500045538,035000455383,"COLGATE T/BRSH PEPPA PIG  2PK",0.89,32.41,43.75,51.21,CAL,18,CAL6204804,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6204804/6204804.jpg,2.80,4.80,8.90,6,36,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","580 - TTHBRUSH KID-COLGATE",602003,5800000345,058000003453,"COLGATE T/BRSH SMILES",0.46,16.33,22.05,25.8,CAL,17,CAL602003,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/602003/602003.jpg,11.00,8.20,10.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","580 - TTHBRUSH KID-COLGATE",674184,3500044991,035000449917,"COLGATE T/BRSH TROLLS",0.42,16.33,22.05,25.8,CAL,19,CAL674184,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/674184/674184.jpg,2.00,3.50,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","340 - TTHBRUSH PREM-COLGATE",184234,5800000448,058000004481,"COLGATE T/BRUSH MAXFRESH MEDIUM",0.46,16.33,22.05,25.8,CAL,28,CAL184234,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/184234/184234.jpg,11.00,8.20,10.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","340 - TTHBRUSH PREM-COLGATE",184283,5800000449,058000004498,"COLGATE T/BRUSH MAXFRESH SOFT",0.46,16.33,22.05,25.8,CAL,22,CAL184283,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/184283/184283.jpg,11.00,8.20,10.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","460 - TTHBRUSH MEGA-COLGATE 1",754416,5800031163,058000311633,"COLGATE TB 360 CLEAN BTWN MED",0.41,20.84,28.13,32.93,CAL,10,CAL754416,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/754416/754416.jpg,1.10,5.20,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","460 - TTHBRUSH MEGA-COLGATE 1",754358,5800031164,058000311640,"COLGATE TB 360 CLEAN BTWN SOFT",0.41,20.84,28.13,32.93,CAL,35,CAL754358,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/754358/754358.jpg,1.10,5.20,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","460 - TTHBRUSH MEGA-COLGATE 1",674226,5800014013,058000140134,"COLGATE TBRUSH 360 ADVNCE SOFT",0.37,20.84,28.13,32.93,CAL,33,CAL674226,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/674226/674226.jpg,1.10,5.20,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","460 - TTHBRUSH MEGA-COLGATE 1",6259568,3500097016,035000970169,"COLGATE TBRUSH CHAR BMBOO",0.27,20.83,28.12,32.91,CAL,13,CAL6259568,"Health & Beauty>DENTAL CARE",,6.30,2.40,9.20,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","460 - TTHBRUSH MEGA-COLGATE 1",861013,5800000712,058000007123,"COLGATE TOOTH BRUSH 360 SENSITIVE",0.46,20.84,28.13,32.93,CAL,57,CAL861013,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/861013/861013.jpg,11.00,10.00,8.20,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","450 - TTHBRUSH MEGA-COLGATE",635516,5800000614,058000006140,"COLGATE TOOTHBRUSH 360 MEDIUM",0.46,16.33,22.05,25.8,CAL,181,CAL635516,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/635516/635516.jpg,11.00,8.20,10.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","450 - TTHBRUSH MEGA-COLGATE",635557,5800000615,058000006157,"COLGATE TOOTHBRUSH 360 SOFT",0.46,16.33,22.05,25.8,CAL,30,CAL635557,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/635557/635557.jpg,11.00,8.20,10.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","950 - TTHBRUSH PWR KID-GUM CRAYOLA",754457,7094212612,070942126120,"CRAYOLA MARKER PWR T/BRSH W/STICKER",1.10,19.11,25.8,30.19,CAL,26,CAL754457,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/754457/754457.jpg,14.00,7.00,10.50,4,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","550 - TTHBRUSH KID-GUM CRAYOLA",127928,7094212489,070942124898,"CRAYOLA T/BRSH TIMER LGHT",0.38,15.21,20.53,24.03,CAL,94,CAL127928,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/127928/127928.jpg,18.40,8.90,10.70,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","522 - TTHBRUSH KID-FIREFLY READY GO",6205371,67293584777,672935847779,"FIREFLY T/BRSH AVENGERS   RGB",0.57,21.59,29.15,34.11,CAL,14,CAL6205371,"Health & Beauty>DENTAL CARE",,10.50,1.10,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","522 - TTHBRUSH KID-FIREFLY READY GO",6205363,67293559777,672935597773,"FIREFLY T/BRSH MY PONY    RGB",0.57,21.59,29.15,34.11,CAL,0,CAL6205363,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6205363/6205363.jpg,10.50,1.10,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","520 - TTHBRUSH KID-FIREFLY",2441012,67293510993,672935109938,"FIREFLY TBRUSH LIGHTUP    2CT",0.75,16.65,22.48,26.31,CAL,42,CAL2441012,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2441012/2441012.jpg,10.90,9.70,5.90,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","740 - TTHBRUSH PWR-GUM",6206106,7094200317,070942003179,"GUM T/B POWER  DEEP CLEAN SONIC",0.72,30.14,40.69,47.62,CAL,5,CAL6206106,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206106/6206106.jpg,4.00,2.30,9.50,4,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","550 - TTHBRUSH KID-GUM CRAYOLA",6206114,7094200274,070942002745,"GUM T/B TRAVEL CRAYOLA",0.49,12.07,16.29,19.07,CAL,0,CAL6206114,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206114/6206114.jpg,1.80,4.90,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","380 - TTHBRUSH PREM-GUM",6206080,7094200145,070942001458,"GUM T/BRUSH    DEEP CLEAN TECH  3PK",1.38,26.80,36.18,42.34,CAL,16,CAL6206080,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206080/6206080.jpg,6.10,2.90,9.20,6,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","740 - TTHBRUSH PWR-GUM",6206098,7094200214,070942002141,"GUM TB REFILL  DEEP CLEAN",0.22,30.12,40.66,47.59,CAL,28,CAL6206098,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206098/6206098.jpg,1.90,2.20,9.00,4,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","380 - TTHBRUSH PREM-GUM",907501,7094212536,070942125369,"GUM TRAVEL     TOOTHBRUSH",1.41,9.37,12.65,14.8,CAL,24,CAL907501,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/907501/907501.jpg,18.50,9.00,10.70,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","550 - TTHBRUSH KID-GUM CRAYOLA",975078,7094212739,070942127394,"MONTERZ LITEUP TTHBRUSH",1.41,15.24,20.57,24.08,CAL,23,CAL975078,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/975078/975078.jpg,18.50,9.00,10.70,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","420 - TTHBRUSH MEGA-ORAL B",754325,6830564767,068305647672,"ORAL B 3D TB   WHITE VIVD",0.54,19.98,26.97,31.57,CAL,91,CAL754325,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/754325/754325.jpg,3.40,2.60,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","385 - TTHBRUSH PREM-ORAL B VALUE PK",178350,30041010460,300410104603,"ORAL B COMPLET DP CLN M   2 CT",0.50,30.61,41.32,48.36,CAL,85,CAL178350,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/178350/178350.jpg,4.70,1.70,9.00,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","285 - TTHBRUSH MID-ORAL B VALUE PK",341651,30041010449,300410104498,"ORAL B INDCATR CNT CLN S  2 CT",8.55,18.48,24.95,29.2,CAL,13,CAL341651,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/341651/341651.jpg,2.30,4.20,8.70,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","430 - TTHBRUSH MEGA-ORAL B PRO",247767,30041010011,300410100117,"ORAL B T/B 38  PRO-H CLNC  SOFT",5.66,24.70,33.35,39.03,CAL,14,CAL247767,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/247767/247767.jpg,3.40,2.60,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","425 - TTHBRUSH MEGA-ORAL B OTHER",247825,6830568072,068305680723,"ORAL B T/B 40  PRO-H CRSS SOFT",0.52,23.00,31.05,36.34,CAL,47,CAL247825,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/247825/247825.jpg,3.40,2.60,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","280 - TTHBRUSH MID-ORAL B",741470,6830583953,068305839534,"ORAL B T/B SFT INDICATORT SFT 40",0.44,11.45,15.46,18.09,CAL,71,CAL741470,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/741470/741470.jpg,4.70,1.70,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","770 - TTHBRUSH PWR-ORAL B REFILL",188623,6905582418,069055824184,"ORAL B T/B17-3 PREC HEADS",0.08,21.17,28.58,33.45,CAL,21,CAL188623,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/188623/188623.jpg,0.80,2.20,8.60,1,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","770 - TTHBRUSH PWR-ORAL B REFILL",906081,6905584146,069055841464,"ORAL B T/B18-3 PRO WHITE  REFILL",0.33,21.18,28.59,33.46,CAL,29,CAL906081,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/906081/906081.jpg,0.70,2.30,8.60,1,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","425 - TTHBRUSH MEGA-ORAL B OTHER",984146,30041010286,300410102869,"ORALB 3D WHITE RADIANT TB 40SOFT",0.52,23.00,31.05,36.34,CAL,56,CAL984146,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/984146/984146.jpg,3.40,2.60,9.00,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","390 - TTHBRUSH PREM-ORAL B ADVNTG",195503,6830525073,068305250735,"ORALB ADVANTGE PLS 40 SFT",0.39,17.93,24.21,28.33,CAL,68,CAL195503,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/195503/195503.jpg,2.60,3.40,8.90,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","385 - TTHBRUSH PREM-ORAL B VALUE PK",665935,30041010406,300410104061,"ORALB ADVANTGE PLUS 40SFT TB",1.32,55.47,74.88,87.64,CAL,13,CAL665935,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/665935/665935.jpg,6.60,3.10,9.10,6,4,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","720 - TTHBRUSH PWR-ORAL B PULSAR",6287635,30041010772,300410107727,"ORALB CHARCOAL T/B PULSAR",0.96,5.98,8.07,9.45,CAL,68,CAL6287635,"Health & Beauty>DENTAL CARE",,0.80,2.10,8.60,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","725 - TTHBRUSH PWR-ORAL B CROSSACTION",6238158,6905512535,069055125359,"ORALB CRSSACTN POWERBRUSH SOFT WHIT",11.94,24.83,33.52,39.23,CAL,21,CAL6238158,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6238158/6238158.jpg,5.30,2.20,9.60,4,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","770 - TTHBRUSH PWR-ORAL B REFILL",2441236,6905583302,069055833025,"ORALB D/ACTION REFILLS    HEAD POWR",0.34,127.01,171.46,200.68,CAL,8,CAL2441236,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2441236/2441236.jpg,4.80,2.20,8.60,6,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","385 - TTHBRUSH PREM-ORAL B VALUE PK",666255,6830510011,068305100115,"ORALB HEATHLY  CLN 4P SFT TB",1.24,25.50,34.43,40.29,CAL,77,CAL666255,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/666255/666255.jpg,6.60,3.10,9.10,6,4,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","760 - TTHBRUSH PWR-ORALB B RECHARGEABLE",2495448,6905587662,069055876626,"ORALB PRO 500  RCHG PW TB PRECISION",0.91,41.23,55.66,65.14,CAL,27,CAL2495448,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2495448/2495448.jpg,3.30,4.40,8.80,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","440 - TTHBRUSH MEGA-ORAL B MULTI PK",2421931,6830568562,068305685629,"ORALB PROHLTH  AIO   SOFT 40S 2CT",0.90,40.20,54.27,63.52,CAL,35,CAL2421931,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2421931/2421931.jpg,4.40,2.40,8.60,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","765 - TTHBRUSH PWR-ORAL B PROHEALTH",2441400,6905585731,069055857311,"ORALB PROHLTH  CLINIC PWR TTHBRSH",1.34,34.03,45.94,53.77,CAL,9,CAL2441400,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2441400/2441400.jpg,2.40,4.80,9.90,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","770 - TTHBRUSH PWR-ORAL B REFILL",2421915,6905582420,069055824207,"ORALB SENSITV  REFILL TB  POWER",2.49,127.07,171.54,200.77,CAL,9,CAL2421915,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2421915/2421915.jpg,4.60,2.70,8.70,6,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","540 - TTHBRUSH KID-ORAL B",983270,6830563221,068305632210,"ORALB STG 2 TB KID GRAPHC",0.33,17.00,22.95,26.86,CAL,38,CAL983270,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/983270/983270.jpg,3.30,2.50,8.90,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","440 - TTHBRUSH MEGA-ORAL B MULTI PK",6257224,30041010645,300410106454,"ORALB T/B GUM  CARE XSFT  2PK CMPCT",0.84,40.19,54.26,63.5,CAL,18,CAL6257224,"Health & Beauty>DENTAL CARE",,4.50,3.10,9.10,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","425 - TTHBRUSH MEGA-ORAL B OTHER",6257240,30041010644,300410106447,"ORALB T/B GUM  CARE XSFT  COMPACT",0.48,23.00,31.05,36.34,CAL,58,CAL6257240,"Health & Beauty>DENTAL CARE",,3.40,2.50,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","720 - TTHBRUSH PWR-ORAL B PULSAR",6257232,30041010732,300410107321,"ORALB T/B GUM  PULSAR SFT",1.44,44.87,60.57,70.89,CAL,191,CAL6257232,"Health & Beauty>DENTAL CARE",,6.70,2.50,9.00,8,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","720 - TTHBRUSH PWR-ORAL B PULSAR",700617,30041666631,300416666310,"ORALB T/B MED  PULSAR PRO HEALTH",0.16,5.61,7.57,8.86,CAL,42,CAL700617,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/700617/700617.jpg,0.80,2.20,8.70,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","285 - TTHBRUSH MID-ORAL B VALUE PK",2421949,30041010410,300410104108,"ORALB T/B SOFT INDICATOR  40S 4CT",1.30,32.92,44.44,52.01,CAL,13,CAL2421949,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2421949/2421949.jpg,6.60,3.10,9.10,6,4,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","720 - TTHBRUSH PWR-ORAL B PULSAR",285007,6830568743,068305687432,"ORALB T/B SOFT PULSAR 3DW LUXE",1.00,47.66,64.34,75.3,CAL,42,CAL285007,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/285007/285007.jpg,4.90,3.80,8.70,8,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","720 - TTHBRUSH PWR-ORAL B PULSAR",700609,30041666630,300416666303,"ORALB T/B SOFT PULSAR PRO HEALTH",0.18,5.61,7.57,8.86,CAL,0,CAL700609,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/700609/700609.jpg,0.80,2.20,8.70,1,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","440 - TTHBRUSH MEGA-ORAL B MULTI PK",6206148,6830568590,068305685902,"ORALB T/BRUSH  3DW VIVID  2PK",0.75,34.32,46.33,54.23,CAL,23,CAL6206148,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206148/6206148.jpg,4.50,3.10,9.10,6,2,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","425 - TTHBRUSH MEGA-ORAL B OTHER",6206049,30041010631,300410106317,"ORALB T/BRUSH  CHARCOAL   WHITENING",0.40,23.00,31.05,36.34,CAL,15,CAL6206049,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6206049/6206049.jpg,3.40,2.50,9.10,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","970 - TTHBRUSH PWR-ORAL B PULSAR",669556,6905512620,069055126202,"ORALB T/BRUSH  PWR 3+YRS  PIXAR",1.26,24.51,33.09,38.73,CAL,25,CAL669556,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/669556/669556.jpg,6.10,2.80,9.40,4,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","761 - TTHBRUSH PWR-ORAL B VITALITY",6252753,6905586002,069055860021,"ORALB VITALITY DUAL CLEAN PWR TB",2.80,76.78,103.65,121.31,CAL,2,CAL6252753,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6252753/6252753.jpg,9.10,5.30,10.10,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","761 - TTHBRUSH PWR-ORAL B VITALITY",6253223,6905585978,069055859780,"ORALB VITALITY FLOSS ACTN PWR TB",2.80,76.78,103.65,121.31,CAL,19,CAL6253223,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6253223/6253223.jpg,9.10,5.30,10.10,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","761 - TTHBRUSH PWR-ORAL B VITALITY",6253215,6905586235,069055862353,"ORALB VITALITY SENSITIVE  PWR TB",2.80,76.78,103.65,121.31,CAL,10,CAL6253215,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/6253215/6253215.jpg,9.10,5.30,10.10,3,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","130 - TTHBRUSH BASE-REACH",605329,84004017107,840040171076,"REACH T/BRUSH  CRYSTAL FM",0.30,6.62,8.94,10.46,CAL,110,CAL605329,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/605329/605329.jpg,12.90,11.20,9.90,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","130 - TTHBRUSH BASE-REACH",605162,84004017426,840040174268,"REACH T/BRUSH  CRYSTL SFT",0.36,6.62,8.94,10.46,CAL,160,CAL605162,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/605162/605162.jpg,12.90,11.40,9.90,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","470 - TTHBRUSH MEGA-SENSODYNE",2452217,6081505234,060815052342,"SENSODYNE T/BR DEEP CLEAN",0.44,17.01,22.96,26.88,CAL,52,CAL2452217,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2452217/2452217.jpg,2.60,3.20,9.80,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","470 - TTHBRUSH MEGA-SENSODYNE",2452233,6081505233,060815052335,"SENSODYNE T/BR GENTLE     CARE",0.44,17.01,22.96,26.88,CAL,61,CAL2452233,"Health & Beauty>DENTAL CARE",,2.60,3.20,9.80,6,1,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","792 - TTHBRUSH PWR-SONICARE HEADS",2443190,7502007220,075020072207,"SONICARE HEAD  PLAQUE CNT",0.55,113.73,153.54,179.69,CAL,12,CAL2443190,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2443190/2443190.jpg,2.70,2.90,9.20,4,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","792 - TTHBRUSH PWR-SONICARE HEADS",2443182,7502002943,075020029430,"SONICARE HEAD  SENSITIVE  ULT SOFT",0.55,113.73,153.54,179.69,CAL,34,CAL2443182,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2443182/2443182.jpg,2.70,2.90,9.20,4,3,EA
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","790 - TTHBRUSH PWR-SONICARE",2443034,7502007672,075020076724,"SONICARE SONIC TOOTHBRUSH DAILY",2.80,28.93,39.06,45.71,CAL,26,CAL2443034,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2443034/2443034.jpg,1.90,4.30,9.40,1,1,PC
"50 - HBC","DENTAL CARE","26 - TOOTHBRUSH","520 - TTHBRUSH KID-FIREFLY",906784,67293564053,672935640530,"STAR WARS 3 PK BRUSHES    FIREFLY",0.94,15.42,20.82,24.36,CAL,77,CAL906784,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/906784/906784.jpg,10.90,6.90,8.90,6,3,EA
"50 - HBC","DENTAL CARE","45 - DENTAL","100 - DENTAL FLOSS-CARE+",610600,5731602734,057316027344,"CARE+ FLOSS    MINT WAXED",0.35,7.95,10.73,12.56,CAL,136,CAL610600,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/610600/610600.jpg,5.70,2.80,2.70,6,91.4,MR
"50 - HBC","DENTAL CARE","45 - DENTAL","100 - DENTAL FLOSS-CARE+",610782,5731602749,057316027498,"CARE+ FLOSS    WAXED",0.35,7.95,10.73,12.56,CAL,38,CAL610782,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/610782/610782.jpg,5.70,2.80,2.70,6,91.4,MR
"50 - HBC","DENTAL CARE","45 - DENTAL","260 - DENTAL PICK-CARRY CLEAN",2444628,83266600099,832666000991,"CARRY CLN TWIN INTERDNTL  PIK",3.52,18.64,25.16,29.45,CAL,34,CAL2444628,"Health & Beauty>DENTAL CARE",https://test.tgp.crs/item_images/2444628/2444628.jpg,5.70,6.40,4.20,8,200,EA
