"Major Department","Minor Department","Major Category","Minor Category"
"1 - GROCERY","SNACK CRACKERS","31 - SNACK CRACKERS-KIDS","115 - SNKCRK-KDS MCH CH RTZ SNKWCH"
"1 - GROCERY","SNACK CRACKERS","31 - SNACK CRACKERS-KIDS","120 - SNKCRK-KDS MCH GLDFSH 168-200"
"1 - GROCERY","SNACK CRACKERS","31 - SNACK CRACKERS-KIDS","145 - SNKCRK-KDS MCH GLDFSH ORGANIC"
"1 - GROCERY","SNACK CRACKERS","31 - SNACK CRACKERS-KIDS","140 - SNKCRK-KDS MCH GLDFSH CLUB"
"1 - GROCERY","SNACK CRACKERS","41 - SNACK CRACKERS-SPECIALTY","210 - SNKCRK-SPEC ORGANIC ANNIES"
"1 - GROCERY","SNACK CRACKERS","41 - SNACK CRACKERS-SPECIALTY","175 - SNKCRK-SPEC GLTFR BRETON BEAN"
"1 - GROCERY","SNACK CRACKERS","41 - SNACK CRACKERS-SPECIALTY","170 - SNKCRK-SPEC GLTFR BRETON 135G"
"1 - GROCERY","SNACK CRACKERS","61 - SINGLE SERVE","110 - SING SERVE-CRK CRHSITIE 70G"
"1 - GROCERY","SNACK CRACKERS","61 - SINGLE SERVE","200 - SING SERVE-SLT SNKS CORNNUTS"
"1 - GROCERY","SOUP CRACKERS","11 - SOUP CRACKERS","210 - SOUP CRACKERS-PREM PLUS 450-500G"
"1 - GROCERY","SOUP CRACKERS","11 - SOUP CRACKERS","220 - SOUP CRACKERS-PREM PLUS 900G"
"1 - GROCERY","SOUP CRACKERS","11 - SOUP CRACKERS","995 - SOUP CRACKERS-FOODSRV SNGL SRV"
"1 - GROCERY","SOUP CRACKERS","11 - SOUP CRACKERS","200 - SOUP CRACKERS-PREM PLUS 225G"
"1 - GROCERY","SEASONAL CONFECTIONERY","41 - CHRISTMAS","894 - XMAS-CNDY DSH LINDOR"
"1 - GROCERY","SEASONAL CONFECTIONERY","41 - CHRISTMAS","100 - XMAS-BARS SS MONDOLEZ"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","105 - CHOC BAR-SINGLE SERV MARS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","205 - CHOC BAR-KING SZ MARS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","115 - CHOC BAR-SINGLE SERVE NESTLE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","315 - CHOC BAR-TABLET NESTLE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","525 - CHOC PCS-BAGS NESTLE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","590 - CHOC PCS BAGS - BARKTHINS/BROOKSIDE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","515 - CHOC PCS-BAGS MARS PEG SIZE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","405 - CHOC BAR-MULTI PK MARS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","517 - CHOC PCS-BAGS MARS SUP"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","531 - CHOC PCS-BAGS BROOKSIDE SMALL"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","340 - CHOC BAR-TABLET CADBURY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","100 - CHOC BAR-SINGLE SERV CADBURY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","508 - CHOC PCS-BAGS CADBURY JUNIORS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","400 - CHOC BAR-MULTI PK CADBURY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","215 - CHOC BAR-KING SZ CADBURY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","505 - CHOC PCS-BAGS CADBURY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","509 - CHOC PCS-BAGS CADBURY PEG"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","310 - CHOC BAR-TABLET REGAL"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","155 - CHOC BAR-SINGLE SERV REGAL"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","995 - CHOC PCS-FOODSERVICE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","200 - CHOC BAR-KING SZ NESTLE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","523 - CHOC PCS-BAGS HERSHEY SNACK MIX"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","521 - CHOC PCS-BAGS HERSHEY 8-10CT"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","372 - CHOC BAR-TABLET CUBAN LUNCH"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","595 - CHOC PCS BAGS - FLIPZ PRETZELS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","110 - CHOC BAR-SINGLE SERV HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","510 - CHOC PCS-BAGS GODIVA"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","335 - CHOC BAR-TABLET GRN&BLCK ORG"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","410 - CHOC BAR-MULTI PK HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","560 - CHOC PCS-BAGS HERSHEY MIX"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","210 - CHOC BAR-KING SZ HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","520 - CHOC PCS-BAGS HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","522 - CHOC PCS-BAGS HERSHEY PEG SIZE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","305 - CHOC BAR-TABLET HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","605 - CHOC SNCK BOX-HERSHEY"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","592 - CHOC PCS BAGS - KIND"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","420 - CHOC BAR-MULTI PK KINDER"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","125 - CHOC BAR-SINGLE SERVE KINDER"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","185 - CHOC BAR-SINGLE SERVE NUTELL N GO"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","332 - CHOC BAR-LINDT CLASSIC TABLETS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","330 - CHOC BAR-TABLET LINDT"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","120 - CHOC BAR-SINGLE SERV LINDT"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","334 - CHOC BAR-TABLET LINDT LINDOR"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","518 - CHOC PCS-BAGS MARS BOWL SIZE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","307 - CHOC BAR-TABLET MARS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","108 - CHOC BAR-SINGLE SERV MARS TUBE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","511 - CHOC PCS-MARS  10 -CT"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","415 - CHOC BAR-MULTI PK NESTLE"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","318 -  CHOC BAR-TABLET NESTLE L'ATELIER"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","528 - CHOC PCS-BAGS NESTLE JUNIORS 10CT"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","180 -  CHOC BAR-SINGLE SERV PLANTERS"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","352 - CHOC BAR-TABLET RITTER"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","580 - CHOC PCS-BAGS SNAPPERS   170 G"
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","345 - CHOC BAR-TABLET TBLERONE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","170 - GUM-SINGLE SERV WRIGLEYS FIVE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","100 - GUM-SINGLE SERV BUBBLICIOUS"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","300 - GUM-BOTTLES DENTYNE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","200 - GUM-MULTI PK MDLZ PELLET"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","110 - GUM-SINGLE SERV MDLZ PELLET"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","175 - GUM-SINGLE SERV DUBBLE BUBBLE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","130 - GUM-SINGLE SERV EXCEL"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","215 - GUM-MULTI PK EXCEL"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","140 - GUM-SINGLE SERV EXTRA"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","125 - GUM-SINGLE SERV HUBBA BUBBA"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","150 - GUM-SINGLE SERV JUICY FRT DESS"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","151 - GUM-SINGLE SERV JUICY FRT"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","160 - GUM-SINGLE SERV MENTOS"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","320 - GUM-BOTTLES MENTOS"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","205 - GUM-MULTI PK MDLZ SLAB"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","105 - GUM-SINGLE SERV MDLZ SLAB"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","330 - GUM-BOTTLES TRIDENT"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","210 - GUM-MULTI PK TRIDENT"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","115 - GUM-SINGLE SERV MDLZ SPECIAL"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","235 - GUM-MULTI PK WRIGLEYS FIVE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","305 - GUM-BOTTLES EXCEL"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","400 - GUM-MEGA PACK WRIGLEY FIVE"
"1 - GROCERY",CONFECTIONERY,"21 - GUM","315 - GUM-BOTTLES JUICY FRT"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","130 - MINTS-SINGLE SERV BREATH SAVER"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","995 - MINTS-SINGLE SRV FOODSERVICE"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","115 - MINTS-SINGLE SERV DENTYNE"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","120 - MINTS-SINGLE SERV EXCEL"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","210 -  MINTS-MULTI PK EXCEL"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","135 - MINTS-SINGLE SERV FRISK"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","105 - MINTS-SINGLE SERV HERSHEY"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","300 - MINTS-BOTTLES HERSHEY"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","205 - MINTS-MULTI PK  MENTOS"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","160 - MINTS-SINGLE SERV MENTOS CLN BREATH"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","140 - MINTS-SINGLE SERV MENTOS"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","127 - MINTS-SINGLE SERV TIC TAC 98G"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","125 - MINTS-SINGLE SERV TIC TAC 24GR"
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","126 - MINTS-SINGLE SERV TIC TAC 49GR"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","500 - CANDY THEATRE BOX-MIKE & IKE"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","155 - CANDY-SINGLE SERV CHIMES"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","307 - CANDY BAG-DARE JUBES/GUMMIES"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","308 - CANDY BAG-DARE MINTS/JELLY BEANS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","305 - CANDY BAG-DARE PEGTOP"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","367 - CANDY BAG-HARIBO 175GR"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","145 - CANDY-SINGLE SERVE-HI CHEW 50 G"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","368 - CANDY BAG-JELLY BELLY 100G"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","325 - CANDY BAG-J RANCH/TW GUMMIES"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","115 - CANDY-SINGLE SERV J RANCHER"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","400 - CANDY BAG-BFY KERR LIGHT"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","317 - CANDY BAG-KERR LRG"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","361 - CANDY BAG-KRAFT CARAMELS 269 G"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","600 -   CANDY FLAVORED -KRINOS OUZO"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","350 - CANDY BAG-LIFESAVERS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","341 - CANDY BAG-MAYNARDS 315-355GR"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","340 - CANDY BAG-MAYNARDS 170-185GR"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","105 - CANDY-SINGLE SERV MAYNARDS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","545 - CANDY THEATRE BOX-MAYNARDS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","140 - CANDY-SINGLE SERV MISC"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","333 - CANDY BAG-WERTHERS LARGE"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","420 - CANDY BAG-BFY RUSSELL STOVER NSA"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","320 - CANDY BAG-SKTTLES/STRBRST"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","110 - CANDY-SINGLE SERV SKITTLE/STARBURST"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","200 - CANDY-BOTTLE SKITTLES"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","322 - CANDY BAG-SKTTLES/STRBRST LRG"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","525 - CANDY THEATRE BOX-SKTTLES/STRBRSTS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","111 - CANDY-SHARE SIZE SKITTLE/STARBURST"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","150 - CANDY SINGLE SERV-STORCK"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","330 - CANDY BAG-WERTHERS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","355 - CANDY BAG-REGAL CANDY"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","120 - CANDY-SINGLE SERV TOPPS"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","332 - CANDY BAG-WERTHERS CLUB"
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","100 - CANDY-SINGLE SERV LIFESAVERS"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","100 - LICORICE-PCS BAG CAPRICORN SMALL"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","200 - LICORICE-BAG LRG TWIZZLERS"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","300 - LICORICE-SINGLE SERV TWIZZLERS"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","210 - LICORICE-BAG LRG PANDA"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","310 - LICORICE-SINGLE SERV PANDA"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","205 - LICORICE BAG-LRG TWIZZLER REG"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","991 - C-STORE ONLY TWIZZLER"
"1 - GROCERY",CONFECTIONERY,"61 - LICORICE","305 - LICORICE-SINGLE SERV TWIZZLERS XSFT"
"1 - GROCERY",CONFECTIONERY,"71 - BOX CHOCOLATE","136 - BOXED CHOC REG LISTED FERRERO"
"1 - GROCERY",CONFECTIONERY,"71 - BOX CHOCOLATE","155 - BOX CHOC REG LISTED-MERCI"
"1 - GROCERY",CONFECTIONERY,"71 - BOX CHOCOLATE","145 - BOX CHOC REG LISTED-STORCK"
"1 - GROCERY",CONFECTIONERY,"71 - BOX CHOCOLATE","115 - BOX CHOC REG LISTED-TURTLES"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","11 - CONES & CUPS","995 - CONES & CUPS-FOODSERVICE"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","11 - CONES & CUPS","205 - CONES & CUPS-CHRISTIES 18'S"
"1 - GROCERY","FROZEN BREAKFAST","11 - FRZ WAFFLES","995 - FRZ WAFFLES-FOODSERVICE"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","105 - TOPPING-HERSHEY 153ML"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","997 - TOPPINGS-F/SERVICE MILK SHAKE"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","996 - TOPPINGS-F/SERVICE ICE CREAM"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","200 - TOPPING-SMUCKERS 250ML"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","210 - TOPPING-SMUCKERS 428ML"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","205 - TOPPING-SMUCKERS 334ML"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","215 - TOPPING-SMUCKERS SHELL 205G"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","31 - FREEZE POPS","205 - FREEZE POPS-NATL BRND 27EA"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","31 - FREEZE POPS","210 - FREEZE POPS-NATL BRND 12-45EA"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","31 - FREEZE POPS","215 - FREEZE POPS-NATL BRND 80'S"
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","31 - FREEZE POPS","200 - FREEZE POPS-NATL BRND 90-100EA"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","227 - CLD CRL-ADULT REG KELL BEAR NAKED"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","206 - CLD CRL-ADULT REG GM CHEX"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","340 - CLD CRL-ADULT FAMLY-GM FIBRE 1"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","203 - CLD CRL-ADULT REG GM FIBRE 1"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","200 - CLD CRL-ADULT REG GM ADULT CRISP"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","310 - CLD CRL-ADULT FAMLY-GM CRISP"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","296 - CLD CRL-ADULT REG JORDANS"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","208 - CLD CRL-ADULT REG KASHI ORG"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","220 - CLD CRL-ADULT REG KELL BRAN OTHER"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","365 - CLD CRL-ADULT FAMLY-KELL BRAN BUDS"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","390 - CLD CRL-ADULT FAMLY-KELL BRAN FLAKE"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","217 - CLD CRL-ADULT REG KELL BRAN FLAKES"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","224 - CLD CRL-ADULT REG KELL  J RIGHT"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","435 - CLD CRL-ADULT-JMBO-KELL JUST RIGHT"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","222 - CLD CRL-ADULT REG KELL MUSLIX"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","215 - CLD CRL-ADULT REG KELL RAISIN BRAN"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","370 - CRD CRL-ADULT FAMLY-KELL RAISN BRAN"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","420 - CLD CRL-ADULT-JMBO-KELL RASIN BRAN"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","380 - CLD CRL-ADULT FAMLY-KELL RICE KRISP"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","355 - CLD CRL-ADULT FAMLY-KELL SPEC FLAV"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","410 - CLD CRL-ADULT-JMBO-KELL SPEC K FLRS"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","213 - CLD CRL-ADULT REG KELL SPEC K FLAVR"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","350 - CLD CRL-ADULT FAMLY-KELL SPEC K"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","140 - CLD CRL-ADULT SM MADE GOOD CEREAL"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","285 - CLD CRL-ADULT REG NATURES PATH"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","480 - CLD CRL-ADULT-JMBO-NATR PTH ECO PK"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","135 - CLD CRL-ADULT SM NP LOVE CRCH"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","460 - CLD CRL-ADULT-JMBO-POST PREM"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","266 - CLD CRL-ADULT REG POST HNY BUNCHES"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","258 - CLD CRL-ADULT REG POST ORG SHD WHEA"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","256 - CLD CRL-ADULT REG POST SPSZ SHR 525"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","255 - CLD CRL-ADULT REG POST SPN SIZE SHR"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","440 - CLD CRL-ADULT-JMBO-KELL VECTOR"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","226 - CLD CRL-ADULT REG KELL VECTOR"
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","268 - CLD CRL-ADULT REG WEETABIX"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","200 - CLD CRL-FMLY REG-GM CHEERIOS"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","300 - CLD CRL-FMLY-FMLY-CHEERIOS FLVR"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","310 - CLD CRL-FMLY-FMLY-CHEERIOS REG"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","100 - CLD CRL-FMLY SMALL - GM CHEERIOS"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","400 - CLD CRL-FMLY-JMBO-GM CHEERIOS"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","145 - CLD CRL-FMLY SMALL-KELL CORN FLAKES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","225 - CLD CRL-FMLY REG-KELL CORN FLAKES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","450 - CLD CRL-FMLY-JMBO-KELL CORN FLAKES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","235 - CLD CRL-FMLY REG-KELL CRISPIX"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","340 - CLD CRL-FMLY-FMLY-KELL MWHEAT"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","460 - CLD CRL-FMLY-JMBO-KELL M.WHEAT"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","230 - CLD CRL-FMLY REG-KELL M.W WHITE"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","440 - CLD CRL-FMLY-JMBO-KELL RKRISPIES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","220 - CLD CRL-FMLY REG-KELL RICE KRISPIES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","290 - CLD CRL-FMLY REG-POST SHREDDIES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","380 - CLD CRL-FMLY-FMLY-POST SHREDDIES"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","480 - CLD CRL-FMLY-JMBO-POST SHREDDIES"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","370 - CLD CRL-KIDS FMLY- POST KIDS"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","280 - CLD CRL-FMLY REG-QUAKER LIFE"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","300 - CLD CRL-KIDS FMLY- GM KID"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","200 - CLD CRL-KIDS REG-GMILLS KIDS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","400 - CLD CRL-KIDS JMBO- GENERAL MILLS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","340 - CLD CRL-KIDS FMLY- KELL0GGS KIDS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","430 - CLD CRL-KIDS JMBO- KELLOGGS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","220 - CLD CRL-KIDS REG-KELL KIDS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","235 - CLD CRL-KIDS REG-KELL VARIETY PKS"
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","240 - CLD CRL-FMLY REG-KELL M.W UNFROSTED"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","280 - CLD  CRL-KIDS REG-POST KIDS"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","275 - CLD CER KIDS POST TIMBIT 311G"
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","270 - CLD CRL-KIDS REG-QKR CAPN CRUNCH"
"1 - GROCERY","COLD CEREAL","45 - COLD CEREAL - GRANOLA/MUESLI","615 - BRM COLD CERL - MUESL TROP 396ML"
"1 - GROCERY","COLD CEREAL","45 - COLD CEREAL - GRANOLA/MUESLI","620 - BRM COLD CERL - MUESL TROP GF"
"1 - GROCERY","COLD CEREAL","45 - COLD CEREAL - GRANOLA/MUESLI","600 - BRM COLD CERL - MUESL SUP 396G"
