"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","210 - DRY PASTA IMPORT BARILLA 454GR",726521,7680802035,076808020359,"BARILLA CUT MACARONI",17.98,30.21,40.78,47.73,CAL,76,CAL726521,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/726521/726521.jpg,11.50,6.80,11.20,16,454,GR
"1 - GROCERY","SUGAR & SPICES","31 - SPICES","500 - SPICES TIN CLUBHOUSE",2416089,6620000079,066200000790,"C.H  MUSTARD   GROUND TIN",1.34,30.45,41.11,48.11,EDM,47,EDM2416089,"Bulk Foods & Wholesale Grocery>SUGAR & SPICES",https://test.tgp.crs/item_images/2416089/2416089.jpg,9.10,4.80,2.20,12,34,GR
"1 - GROCERY","ETHNIC FOODS","11 - MEXICAN","10 - MEXICAN KITS BOWL OEP",2479905,5830010594,058300105949,"OEP MINI TORTILA BOWL KIT",6.37,33.48,45.2,52.9,EDM,10,EDM2479905,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/2479905/2479905.jpg,19.00,7.10,7.40,8,264,GR
"1 - GROCERY","ETHNIC FOODS","15 - FILIPINO","303 - FILIPINO SAUCE JUFRAN",6317093,3796400062,037964000623,"JUFRAN BANANA SAUCE",24.27,26.23,35.41,41.44,CAL,0,CAL6317093,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,9.00,10.20,16.90,18,550,GR
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","145 - ASIAN RICE NOODLES ROSE BRAND",563411,8490901119,084909011190,"ROSE BRAND RICE VERMICELI",33.50,47.36,63.94,74.83,CAL,21,CAL563411,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/563411/563411.jpg,26.40,8.90,14.20,30,454,GR
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","170 - SOUTH ASIAN COOKIES - KREAMS",453860,890171930623,890171930623,"PARLE KREAM BISCUIT CHOCO",5.55,15.00,20.25,23.7,CAL,8,CAL453860,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/453860/453860.jpg,15.50,11.00,3.20,36,70,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","295 - R&G COFF MNSTRM LAVAZ 250G",623645,4195301941,041953019411,"LAVAZZA QUALITA ORO BRICK",8.00,64.14,86.59,101.34,CAL,16,CAL623645,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/623645/623645.jpg,5.60,12.70,5.60,12,250,GR
"1 - GROCERY",COOKIES,"21 - COOKIES-ALL FAMILY","108 - COOKIE AF BR-CHRISTIE 198-303GR",6306237,6672102666,066721026668,"OREO DARK CHOCOLATE 261G",8.13,39.89,53.85,63.03,EDM,77,EDM6306237,"Bulk Foods & Wholesale Grocery>COOKIES",,7.80,19.50,6.30,12,261,GR
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","515 - CHOC PCS-BAGS MARS PEG SIZE",308577,5849642368,058496423681,"M&M PEANUT PEG PACK",7.38,60.93,82.26,96.27,EDM,63,EDM308577,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/308577/308577.jpg,9.60,12.50,4.70,24,120,GR
"1 - GROCERY",CONFECTIONERY,"21 - GUM","175 - GUM-SINGLE SERV DUBBLE BUBBLE",143388,5964200005,059642000053,"DUBBLE BUBBLE  BBLE GUM",2.75,14.57,19.67,23.02,EDM,16,EDM143388,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",,4.40,4.40,4.40,240,240,EA
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","350 - CANDY BAG-LIFESAVERS",241646,6490007020,064900070204,"LFESVRS WINT-O GREEN BAG",5.33,23.54,31.78,37.19,EDM,27,EDM241646,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/241646/241646.jpg,15.80,7.90,5.60,12,150,GR
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","326 - LNDRY DET MONO PERSIL 40'S",6225551,2420004168,024200041687,"PERSIL PROCLEAN DISC 40CT",15.65,47.73,64.44,75.41,CAL,54,CAL6225551,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/6225551/6225551.jpg,22.50,9.80,8.30,4,40,EA
"1 - GROCERY",CLEANING,"11 - ROOM DEODORANTS","746 - RM DEOD-FEBREZE ONE DUAL REFILL",6265417,3700085839,037000858393,"FBRZ ONE PLUG  RF BAMBOO  TWIN",4.56,52.85,71.35,83.5,EDM,1,EDM6265417,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",,11.40,5.70,7.30,6,52,ML
"1 - GROCERY","JUICES, DRINKS & POWDERS","51 - JUICE WATER ENHANCERS","175 - JCE WTR ENHC NUUN TABLETS",6274179,81166002107,811660021072,"NUUN SPORT LEMON LIME",8.10,49.60,66.96,78.37,EDM,33,EDM6274179,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/6274179/6274179.jpg,5.50,2.70,4.10,8,10,EA
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","375 - DRY PASTA WELLNESS CATELLI PRO/GREE",2433233,6420017002,064200170024,"CATELLI SPR GRN SPAGHETTI",18.07,59.13,79.83,93.43,EDM,27,EDM2433233,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2433233/2433233.jpg,11.40,9.10,11.40,24,300,GR
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","61 - POURABLE DRESSINGS","995 - POUR DRESSING FOODSERVICE",454470,6335020270,063350202708,"HLMN DRES VIN GREEK GF",19.38,45.70,61.7,72.21,EDM,25,EDM454470,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/454470/454470.jpg,12.10,6.20,10.60,2,3.78,LT
"1 - GROCERY","ETHNIC FOODS","11 - MEXICAN","422 - MEXICAN DRINKS JARRITOS",914010,9047841005,090478410050,"JARRITOS SODA LIME 370ML",14.80,28.13,37.98,44.45,CAL,66,CAL914010,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/914010/914010.jpg,15.30,10.50,9.40,24,370,ML
"1 - GROCERY","ETHNIC FOODS","15 - FILIPINO","260 - FILIPINO SNACKS REGENT",6317135,168888040,001688880403,"REGENT SPONGE CAKE UBE",6.61,21.52,29.05,34,CAL,0,CAL6317135,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,13.70,6.60,14.50,8,10,PC
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","996 - ASIAN FOODSERVICE BULK",766139,6475740725,064757407253,"GOLDEN DRAGON SAUCE THICK TERIYAKI",22.00,20.75,28.01,32.79,EDM,60,EDM766139,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/766139/766139.jpg,5.90,11.80,11.80,2,4,LT
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","220 -  S.ASIAN CONDIMNT MAGGI BOULION",261164,5500048054,055000480543,"MAGGI CHICKEN BOUILLON",26.45,93.50,126.23,147.73,CAL,4,CAL261164,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/261164/261164.jpg,5.30,4.30,7.60,24,504,GR
"1 - GROCERY","HOT BEVERAGES","31 - SINGLE SERVE COFFEE KCUP","890 - SING SRV COFFEE KCUP ILLY 10PK",2462653,73341117771,733411177718,"ILLY KCUP DK RST 10CT",3.20,45.42,61.32,71.76,CAL,30,CAL2462653,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/2462653/2462653.jpg,3.80,5.60,3.80,6,10,EA
"1 - GROCERY","HOT BEVERAGES","71 - TEA SPECIALTY","270 - SPEC TEA HERB TAZO 24CT",6285092,79452200220,794522002207,"TAZO TEA WLD SWT ORG",1.44,23.40,31.59,36.97,CAL,107,CAL6285092,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6285092/6285092.jpg,7.40,7.50,8.10,6,20,EA
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","215 - CHOC BAR-KING SZ CADBURY",248583,6120022837,061200228373,"CDBRY CARAMILK KNGSZ BAR",4.63,35.64,48.11,56.31,EDM,70,EDM248583,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/248583/248583.jpg,18.60,10.40,8.10,24,78,GR
"1 - GROCERY",CONFECTIONERY,"21 - GUM","210 - GUM-MULTI PK TRIDENT",107649,5770021676,057700216767,"TRIDENT SLAB   SPRMNT GUM  MLTIPK",5.20,54.22,73.2,85.67,EDM,3,EDM107649,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/107649/107649.jpg,11.40,7.90,4.70,20,3,EA
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","341 - CANDY BAG-MAYNARDS 315-355GR",138297,5770021547,057700215470,"MYNRD SWEDISH  BRRIES SUP",11.50,39.39,53.18,62.24,EDM,24,EDM138297,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/138297/138297.jpg,15.00,11.70,9.60,12,355,GR
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","995 - LAUNDRY DETERGENT FOODSERVICE",383612,3700072576,037000725763,"TIDE PWD  OXY  BLEACH     6.29KG",19.06,31.33,42.3,49.5,EDM,15,EDM383612,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/383612/383612.jpg,11.40,6.40,11.10,1,6.29,KG
"1 - GROCERY",CONDIMENTS,"60 - MEAT AND SEAFOOD SAUCES","590 - HOT SAUCE-BLUE TOP 255ML",2456424,81627702101,816277021019,"BLUE TOP BUFF  CAY HOTS   GF",8.37,26.15,35.3,41.32,CAL,0,CAL2456424,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/2456424/2456424.jpg,7.50,5.30,7.90,6,255,GR
"1 - GROCERY",CLEANING,"11 - ROOM DEODORANTS","150 - RM DEOD-POO POURRI 59ML",6284848,123000000504,123000000504,"POO-POURRI     LAVENDER   59ML",1.60,39.17,52.88,61.89,EDM,0,EDM6284848,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",,11.90,19.90,7.90,6,59,ML
"1 - GROCERY","JUICES, DRINKS & POWDERS","22 - JUICE MULTI SERVE","410 - JMS MSERV DEL MONTE NECTAR 960ML",6273601,6731126828,067311268284,"DEL MONTE PNEAPPLE NECTAR",28.75,19.09,25.77,30.16,EDM,93,EDM6273601,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/6273601/6273601.jpg,12.70,9.10,9.80,12,960,ML
"1 - GROCERY","JUICES, DRINKS & POWDERS","51 - JUICE WATER ENHANCERS","175 - JCE WTR ENHC NUUN TABLETS",6274187,81166002248,811660022482,"NUUN IMMUNITY BLUE/TANGRN",8.10,49.60,66.96,78.37,EDM,31,EDM6274187,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/6274187/6274187.jpg,5.50,2.70,4.10,8,10,EA
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","245 - DRY PASTA IMPORT GAROFALO 500GR",725994,800013991014,800013991014,"GAROFALO SPAGHETTI",16.53,52.41,70.75,82.81,EDM,68,EDM725994,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/725994/725994.jpg,15.60,11.20,11.00,24,500,GR
"1 - GROCERY","SUGAR & SPICES","31 - SPICES","210 - SPICE ORGANIC CLUB HOUSE",563486,6620001815,066200018153,"C.H ORG THYME LEAVES",0.83,24.13,32.58,38.13,EDM,52,EDM563486,"Bulk Foods & Wholesale Grocery>SUGAR & SPICES",https://test.tgp.crs/item_images/563486/563486.jpg,7.00,4.60,9.70,12,20,GR
"1 - GROCERY","ETHNIC FOODS","15 - FILIPINO","715 - FILIPINO DRIED BEANS",6317176,684000215,006840002150,"SAMPGUITA GREEN MUNGBEANS",33.00,52.50,70.88,82.95,CAL,0,CAL6317176,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,11.80,2.00,7.80,50,300,GR
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","189 - ASIAN INST NDLES INDOMIE 5PK",563262,8968617079,089686170795,"INDOMIE MI GORENG NODLE",8.00,14.15,19.1,22.36,CAL,45,CAL563262,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/563262/563262.jpg,13.70,10.20,9.20,6,5,PK
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","160 - S.ASIAN COOKIES PARLE-G",448662,890171990241,890171990241,"PARLE-G COOKIES ORIGINAL",24.81,24.54,33.13,38.77,CAL,15,CAL448662,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/448662/448662.jpg,15.50,11.00,3.20,30,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","270 - R&G COFF MNSTRM MAXHS 730-925G",6280655,6618800526,066188005268,"MAX HSE GRD COLOMBIAN BLD",10.31,50.71,68.46,80.12,EDM,17,EDM6280655,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6280655/6280655.jpg,19.20,12.80,6.50,6,631,GR
"1 - GROCERY","HOT BEVERAGES","31 - SINGLE SERVE COFFEE KCUP","166 - SING SRV KCUP KEUR 40PK DNT SHOP",2484079,66344709740,663447097400,"DONUT SHOP KCUP 40CT",7.01,78.21,105.58,123.57,EDM,16,EDM2484079,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/2484079/2484079.jpg,15.90,13.00,7.70,4,40,EA
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","215 - CHOC BAR-KING SZ CADBURY",566364,6120022800,061200228007,"CDBRY MR BIG   KNG SZ BAR",5.90,35.67,48.15,56.36,EDM,47,EDM566364,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/566364/566364.jpg,23.70,14.80,11.20,24,90,GR
"1 - GROCERY",CONFECTIONERY,"21 - GUM","215 - GUM-MULTI PK EXCEL",2468221,6490042243,064900422430,"EXCEL VARIETY MULTIPACK",4.32,55.76,75.28,88.1,EDM,5,EDM2468221,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/2468221/2468221.jpg,20.90,12.40,8.80,18,4,EA
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","320 - CANDY BAG-SKTTLES/STRBRST",536581,6490043126,064900431265,"SKITTLE        BRIGHTSIDE",5.69,30.53,41.22,48.24,EDM,17,EDM536581,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/536581/536581.jpg,13.30,6.90,4.50,12,191,GR
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","385 - LNDRY DET MONO TIDE 73CT/96CT",6248744,3700080035,037000800354,"TIDE LQ PODS FR&GNTL 96CT",22.15,95.26,128.6,150.51,EDM,21,EDM6248744,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/6248744/6248744.jpg,19.20,9.20,11.50,4,96,EA
"1 - GROCERY",CONDIMENTS,"60 - MEAT AND SEAFOOD SAUCES","998 - M&S SAUCE-FOODSERVICE COOKING",945741,6720000760,067200007604,"SAUCEMAKER SAUCE CHIPOLTE BAJA",10.38,24.76,33.43,39.12,EDM,4,EDM945741,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/945741/945741.jpg,8.30,5.50,9.50,2,1.89,LT
"1 - GROCERY",CLEANING,"11 - ROOM DEODORANTS","702 - RM DEOD-FEBREZE ONE SPRAY",6313993,3700062970,037000629702,"FBRZ LGHT AIR  LAVENDER   250G SPRY",4.74,20.54,27.73,32.45,EDM,12,EDM6313993,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",,7.60,5.30,10.10,6,250,GR
"1 - GROCERY","JUICES, DRINKS & POWDERS","51 - JUICE WATER ENHANCERS","175 - JCE WTR ENHC NUUN TABLETS",6274211,81166002194,811660021942,"NUUN VITAMIN TANGRNE/LIME",8.10,49.60,66.96,78.37,EDM,2,EDM6274211,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/6274211/6274211.jpg,5.50,2.70,4.10,8,12,EA
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","415 - DRY PASTA GLUTEN FREE RIZOPIA",168658,83312500101,833125001016,"RIZOPIA BRWN RICE SPGHETI",13.00,24.87,33.57,39.29,CAL,66,CAL168658,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/168658/168658.jpg,11.00,16.00,4.20,12,454,GR
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","61 - POURABLE DRESSINGS","995 - POUR DRESSING FOODSERVICE",609008,6810044344,068100443448,"KRAFT DRESSING TOMATO AND OREGANO",18.68,42.10,56.84,66.52,EDM,19,EDM609008,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/609008/609008.jpg,5.80,11.30,11.20,2,3.78,LT
"1 - GROCERY","SUGAR & SPICES","31 - SPICES","400 - SPICES FAMILY SIZE CLUBHOUSE",864215,6620000154,066200001544,"C.HSE ONION      SALT",3.47,27.54,37.18,43.51,EDM,36,EDM864215,"Bulk Foods & Wholesale Grocery>SUGAR & SPICES",https://test.tgp.crs/item_images/864215/864215.jpg,6.80,4.50,5.30,6,212,GR
"1 - GROCERY","ETHNIC FOODS","11 - MEXICAN","220 - MEX SALSA SPECIALTY QUE PASA",815589,6882620002,068826200028,"QUE PASA MEXCN SALSA MILD",19.99,41.09,55.47,64.92,CAL,56,CAL815589,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/815589/815589.jpg,13.90,10.40,4.30,12,420,ML
"1 - GROCERY","ETHNIC FOODS","15 - FILIPINO","720 - FILIPINO GLUTINOUS RICE",6317184,684000212,006840002129,"SAMPGUITA GLUTINOUS RICE",40.00,52.71,71.16,83.28,CAL,0,CAL6317184,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,12.00,2.00,8.00,10,4,LB
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","680 - ASIAN SAUCES GOLDEN DRGN 455ML",592618,6475724724,064757247248,"GLDN DRGN STIR FRY",10.70,28.87,38.97,45.61,CAL,42,CAL592618,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/592618/592618.jpg,12.50,9.40,9.20,12,455,ML
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","170 - SOUTH ASIAN COOKIES - KREAMS",453175,890171990605,890171990605,"PARLE KREAM BISCUIT ORANG",5.55,15.00,20.25,23.7,CAL,4,CAL453175,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/453175/453175.jpg,15.50,11.00,3.20,36,70,GR
"1 - GROCERY","HOT BEVERAGES","31 - SINGLE SERVE COFFEE KCUP","957 - SING SRV COFF KEUR CANTRBRY 30PODS",6288443,6689326620,066893266206,"ONE COFFE POD FRH ROAST   30CT",2.40,53.63,72.4,84.74,CAL,58,CAL6288443,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6288443/6288443.jpg,11.90,6.10,12.30,4,30,EA
"1 - GROCERY","HOT BEVERAGES","71 - TEA SPECIALTY","170 - SPEC TEA GREEN TAZO 24EA",6285175,79452200217,794522002177,"TAZO TEA REFRESH MINT",1.71,23.41,31.6,36.99,CAL,41,CAL6285175,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6285175/6285175.jpg,10.40,6.20,6.20,6,20,EA
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","420 - CHOC BAR-MULTI PK KINDER",700039,6202000061,062020000613,"KINDER SRPRSE  T3 CLSSIC",7.70,82.49,111.36,130.33,EDM,19,EDM700039,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/700039/700039.jpg,15.50,11.50,5.50,24,60,GR
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","333 - CANDY BAG-WERTHERS LARGE",961284,7279932978,072799329785,"WERTHERS ORIG",8.32,42.52,57.4,67.18,EDM,29,EDM961284,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/961284/961284.jpg,15.50,7.60,7.00,14,245,GR
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","385 - LNDRY DET MONO TIDE 73CT/96CT",6248660,3700094085,037000940852,"TIDE LQ PODS W/DOWNY APRL FRSH 73CT",21.14,92.68,125.12,146.43,EDM,12,EDM6248660,"Sanitation and janitorial>LAUNDRY",,19.20,9.20,11.50,4,73,EA
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","995 - DRY PASTA FOODSERVICE",6278170,5590000198,055900001985,"PRIMO PASTA ROTINI",20.90,26.33,35.55,41.6,EDM,70,EDM6278170,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6278170/6278170.jpg,21.00,9.50,11.00,4,5,LB
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","61 - POURABLE DRESSINGS","995 - POUR DRESSING FOODSERVICE",454462,6335020256,063350202562,"HLMN RANCH CLASSIC GF",18.52,38.19,51.56,60.34,EDM,19,EDM454462,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/454462/454462.jpg,12.10,6.20,10.60,2,3.78,LT
"1 - GROCERY","SUGAR & SPICES","31 - SPICES","100 - SPICES REGULAR MCCORMICK",858472,6620000420,066200004200,"MCMK DEHYDRAT  ONION      POWDER",2.26,26.33,35.55,41.6,EDM,25,EDM858472,"Bulk Foods & Wholesale Grocery>SUGAR & SPICES",https://test.tgp.crs/item_images/858472/858472.jpg,14.40,10.80,4.90,6,55,GR
"1 - GROCERY","ETHNIC FOODS","11 - MEXICAN","422 - MEXICAN DRINKS JARRITOS",914051,9047841010,090478410104,"JARRITOS SODA MANGO",14.80,28.13,37.98,44.45,CAL,49,CAL914051,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/914051/914051.jpg,15.30,10.50,9.40,24,370,ML
"1 - GROCERY","ETHNIC FOODS","15 - FILIPINO","522 - FILIPINO CONDIMENTS ANGEL",6317291,684000393,006840003935,"ANGEL ALL PURPOSE CREAM",19.58,50.03,67.54,79.05,CAL,0,CAL6317291,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,4.00,12.00,18.00,24,370,ML
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","680 - ASIAN SAUCES GOLDEN DRGN 455ML",715185,6475725081,064757250811,"GLDN DRGN HOISIN SCE-TOL",10.70,28.87,38.97,45.61,CAL,84,CAL715185,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/715185/715185.jpg,6.80,5.70,4.70,12,455,ML
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","170 - SOUTH ASIAN COOKIES - KREAMS",453589,890171990614,890171990614,"PARLE KREAM BISCUIT PINAP",5.55,15.00,20.25,23.7,CAL,0,CAL453589,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",https://test.tgp.crs/item_images/453589/453589.jpg,15.50,11.00,3.20,36,70,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","445 - R&G COFF SUP PREM SBUCK 793G",6214944,76211133121,762111331212,"SBUCK VERONA DK ROAST",7.73,63.64,85.91,100.55,EDM,22,EDM6214944,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6214944/6214944.jpg,10.60,9.40,11.80,4,793,GR
"1 - GROCERY","HOT BEVERAGES","31 - SINGLE SERVE COFFEE KCUP","957 - SING SRV COFF KEUR CANTRBRY 30PODS",6280861,6689326610,066893266107,"ONE COFFE POD DECAF 30CT",2.40,53.63,72.4,84.74,CAL,15,CAL6280861,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6280861/6280861.jpg,11.90,6.10,12.30,4,30,EA
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","105 - CHOC BAR-SINGLE SERV MARS",765420,5849687910,058496879105,"SNICKERS BAR   W/ ALMONDS",3.05,26.29,35.49,41.54,EDM,0,EDM765420,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/765420/765420.jpg,10.50,4.60,2.60,24,50,GR
"1 - GROCERY",CONFECTIONERY,"41 - CANDY","325 - CANDY BAG-J RANCH/TW GUMMIES",2493245,6625904376,066259043762,"JLY RNCHR JLY  MISFITS",5.82,20.07,27.09,31.71,EDM,15,EDM2493245,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/2493245/2493245.jpg,5.30,10.90,6.60,10,182,GR
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","995 - LAUNDRY DETERGENT FOODSERVICE",661298,3700002364,037000023647,"TIDE - INSTITUTIONAL SIZE",38.00,93.19,125.81,147.24,EDM,13,EDM661298,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/661298/661298.jpg,15.70,11.70,17.90,1,16.3,KG
"1 - GROCERY",CLEANING,"11 - ROOM DEODORANTS","785 - RM DEOD-FBRZ CAR CLIP TWIN PACK",6236137,3700081132,037000811329,"FBRZ CAR 2CT   MID STORM  TWIN",0.94,34.55,46.64,54.59,EDM,9,EDM6236137,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",https://test.tgp.crs/item_images/6236137/6236137.jpg,10.00,5.80,5.00,8,4,ML
"1 - GROCERY","JUICES, DRINKS & POWDERS","51 - JUICE WATER ENHANCERS","168 - JWE POWDER GOODHOST LEMONADE 2.35KG",6315816,5500089338,055000893381,"GOODHOST LEMONADE MIX",32.78,49.87,67.32,78.79,EDM,0,EDM6315816,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",,15.70,10.60,8.50,6,2.35,KG
